,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.49,0.0010626552904448366,0.0005083376853391256,0.000615619207989241,0.0011784279641614268,0.00033607624794915056,0.000520606090983308,0.0008275601120112423,0.00042632558080389453,0.0005394038437072082,0.0003788533435772048,0.0005021857841803129,0.0005412671907064557,-3.732422254727709e-05,0.00044212655632179076,0.0010607969957639265,0.0006496775307978414,0.0006559898780838215,0.000594620840668528,0.0004606685484377858,0.0005263450484475777,0.0005589721611923043,0.0006371973519419189,0.00033831728926944773,0.0007009323585754003,0.00031548898516290736,0.00044696499192693057,0.0004121458514328856,0.00051204244833652,0.0006060893822275423,0.0004342811004247216,0.00043672654433853255,0.0006385969358511988,0.0004491276815589492,0.0003094728118688556,0.0007213929371170918,0.00029883265724257857,0.0002756143757857288,0.00030955248282851566,0.0009066355593041954,0.0002580775655541771,0.0005323651198413044,0.0006119727193705127,0.0005180637531765214,0.000524424725828097,0.00029553875349327133,0.00029842756818753883,0.0006801041750635231,0.0004739418974060604,0.00014157375060915538,0.00023009930225545056,0.0009772069358392151,0.00045952383701927847,0.00030768751418415447,0.0005357092307614858,0.00027962683254922254,0.0007579551308130019,0.0007753990226716652,0.0001508358388827617,0.0009219802420298141,0.0006882997148628151,0.001133152918438717,0.0002856360035345347,0.0005085550653556673,0.00039405104862745723,0.0004428076576056488,0.0004905177233056909,0.0005441459946684762,0.0008862121527315299,0.0004543996583925947,0.0003241970035128406,0.0004038043241764118,0.0010932389935623778,0.00039480127552251725,0.0007944450782944066,0.0007489944989407522,0.0005312139240305112,0.0007023858870052193,0.0004276377620194659,0.0005731071520043375,0.0004497706487101306,0.00044094922876676903,0.0005687680768893924,0.0004354027341456703,0.0003704786311896575,0.0002750550472973958,0.000667843006608836,0.0007996290570803196,0.0007668254892243068,0.0006468938041543028,0.0006260687451620915,0.00021557244243812696,0.0004449705987959829,0.00045068699124823925,0.00043484434937634734,0.00042312995564919845,0.0010686445710266022,0.0004884412597204045,0.00037551876372158855,0.0007376496589647948,0.0006377591041195602
0.5,0.0008594453576525933,0.00046794808445285697,0.0008891728819821535,0.0008873883720296803,0.0009638751121253331,0.0003310695049096471,0.0006780525396141082,0.00096442238108615,0.0007927576630867746,0.0006419651467998923,0.0002535502106805474,0.0004039747495281337,0.000635735839725045,0.0002660116671801375,0.0005062888440538042,0.0013693375126464429,0.0003720690673818503,0.0005640786042338965,0.0009115071772587917,0.0005169453004146848,0.00025958505739188004,0.0005167602590150315,0.0003175893490313515,0.0006355419917318867,0.000529169206503485,0.0003870612375539584,0.0006454986071160971,0.00040778059060064776,0.0006284930122692177,0.00040168410143954695,0.0008802527934909132,0.0005822989605237208,0.0007239430790468027,0.00014514990163787074,0.0006829387333154018,0.0004442748081998621,0.0003585546132618055,0.0004578560173470881,0.0008624588638011751,2.734747650477528e-05,0.000497809349915497,0.0006881255209318305,0.00042697909993712815,0.0004522104444916232,0.0004624504934238861,0.00043371868446980016,0.00027795070423414177,0.0005695169595478297,0.00017893088806370346,0.0007136036422206728,0.00023543032031728072,0.0005862960454916769,0.00038505046669914,0.0005976797797021869,0.0004254138518080404,0.000777747138739127,0.0004865272214944852,0.0002667530541926236,0.00023486711648671712,0.0007897326566265899,0.00022538550975627014,0.00031267116371292894,0.0004459360765629162,0.00043559783421391845,0.0005385274541115895,-1.0092278888041285e-05,0.0002829183874485646,0.0006530325578120268,0.0006453335413059325,0.00060943121507437,0.0007938131242166357,0.0003180705884301487,0.0007720486712369324,0.00016082370334051678,0.00013282334927687325,0.0006634432807196581,0.0004422473204387521,0.0006291365203914362,0.0009296405755224913,0.0004960366291270096,0.0003271211878417286,0.0010330561649557698,0.000537084737360305,0.0007730004457941504,0.0004703485003970608,0.0006652772507866611,0.00045380722620295846,0.00011643719230323323,0.00047138164562572643,0.00047490880322045566,0.0011589245718310682,0.0005845355137870643,0.0003883216595088274,0.0004277673131374479,0.0005595976846960101,0.0005671583033514993,0.0003633166123656822,0.0004915780928822608,0.0005885335296809781,0.00022694000320849122
0.51,0.00048809273277259876,0.0006662157261598792,0.000744409774736273,0.001108576124123113,0.0006072396171771966,0.00022632527104685695,0.00044939275742002515,0.00032471175432732065,0.0003920417429057834,0.0010646868640343337,0.00046245615674738285,0.0004225069801860276,0.00010265974913884019,0.0007220363475378311,0.0002930215338700583,0.00043798858357867567,0.0003884074740307371,0.00031721661377231335,0.0007359300559676995,0.0002849012087095741,0.0005462922697186823,0.0004021767329029861,9.652125445544461e-05,0.00016337160077874125,0.0006690107382196907,0.0007739184833620501,0.0003824590602321188,0.00032031565462948435,0.0006838745599910893,0.0005027641642347937,0.0004692487593956068,0.0007031478152513485,0.0006159474158823601,0.0007023193794631907,0.0004278381287022305,0.0004360767267675991,0.0006780628032428576,0.00128780769903921,0.0005387279088697364,0.00035663592434036554,0.0006418266698058159,0.0003448856381202857,0.0006204918067228656,0.0006140413230138499,0.000434797032969865,0.0005651822927691688,0.0007083743037553358,0.0004258170166675853,0.000675535936787339,0.0007839191614543061,0.00013711043096060717,0.0004406436138941607,0.0004494430711671115,0.0009356324339878471,0.0003928745551818939,0.0006768594994792851,0.00043695441025494994,0.0002940455886836763,0.0007751098406131005,0.00019573512201340166,0.0006989710442799306,0.0004504469605890673,0.0005855255993480643,0.00042638362410230354,0.0007976477560419867,0.00022431776466318398,0.00023768695491367095,0.00025043541183194585,0.00039078585096628625,0.0007666911641090999,0.0005472625580109172,0.000794883077858811,0.0005178680574400335,0.0005788978575429215,0.0004423722512687899,0.0004299914221120681,0.0009776618135912767,0.00025262311971557366,0.0007725595088456307,0.0006596297389233622,0.00017729058950912934,0.000755801300110032,0.000523886677887774,0.0006130842124462941,0.001025566128769354,0.0004517508814274717,0.0009856397692007575,0.00043638965067236253,0.0008038934833865772,0.0004558564963572535,0.0009731001483978427,0.0006747922235568216,0.0007378690866880551,0.0007194633625348542,0.0004989675805011247,0.0006109860329098022,0.00047310946129409254,0.0011158512657308542,0.0002740222784595662,0.0003687428232941164
0.52,0.0003977102202913643,0.0003960398732951246,0.000491662821999086,0.0005341274581496499,0.0003436297720461306,0.0008380403077562026,0.0008053893029869515,0.0004097538312213619,0.0005728737503523614,0.0005804782022254006,0.0007531672837522742,0.00045592217833014025,0.00047173786724985224,0.0008174656235116023,0.0006604173900969228,0.0008609572651593465,0.000681850200668556,0.0005067462042134914,0.0006470217655007021,0.0005585525176993446,0.0006766142123747705,0.0008241428083592033,0.00036724749203571574,0.0005184438718690427,0.0003146126620839305,0.0008150106037089803,0.0004969612232281744,0.0008402018891066603,0.000330417638094614,0.00037633221748226977,0.0009286296374284776,0.0005342026120333811,0.0006404139230154,0.000567300175788227,0.0005522090598087082,0.0004474310571416468,0.000504993865890747,0.0006706698878326672,0.0007835453087833479,0.0006017297759766996,0.0007615562888318801,2.2321731965632046e-05,0.0002250987017336069,0.00017211297763403008,0.0005708794000639075,0.00024092687286235943,0.0009825398352738208,0.0008862140128960985,0.0003770562484311547,0.0009485737841938076,0.0006564436019613607,0.0011177318658159793,0.0008573453656802884,0.0005469430308755922,0.0003572679141093716,0.0010649508716871591,0.00013435805837091127,0.0006822265693978523,0.0006524862797284213,0.00048370284313803473,0.0011381896678681433,0.0008776079660600779,0.0007211056928070197,0.0006948647482164302,0.00040758062139719444,0.0006821184311320219,0.0006261365392814202,0.0008695611338567113,0.0003389654628391361,0.0007631343443345972,0.0002496826275020659,0.0005652066284974243,0.00041094519502602876,0.0007349610591080338,0.0006259736942480209,0.0009059433039150047,0.0011048838488522492,0.0003091370663064587,0.0007355748880983636,0.0005457383839228214,0.00045008391193870233,0.0008778656697276511,0.00019662392151843753,0.00029701134280077395,0.00020751932133604239,0.0012084609560540644,0.000293331562863323,0.0004065770540865181,0.0008870580421967154,0.0016745455662780851,0.00081341827128707,0.0008704511920288884,0.0009575571554860054,0.00033631843725411914,0.0005043724085133527,0.0008634322514890311,0.0007425033621277524,0.0011658269691329568,0.00012829515336995126,0.0008307150007555909
0.53,5.6148399021659564e-05,0.0005616524574394152,0.0010189271959041971,0.0003771933262315202,-9.239165503748662e-05,0.0008333757014524286,0.0014954945773467383,0.0008856980543048866,0.0007220679406236858,0.0004978723933506677,0.0007958645652331747,0.0010262691165364584,0.00021229539221561468,0.0005582583048809953,0.0007203000792836229,0.0007774136646995321,0.00048475218386351135,0.0007549575297266088,0.0004874941225700711,0.0008834351856679194,0.0003166510917197365,0.0010520831688061165,0.0003752291795698112,0.0004719595438278749,0.0003753008407187226,0.0002350675425282534,0.0003077973995579375,0.0005266105806399273,0.0006824988304562461,0.0004485533652795646,0.0002555211758440017,0.00034634829778593915,0.0005906232558803154,0.0003737789346178759,0.0017203640690262579,0.0005315852442455955,0.00025549530647072576,0.00048873365769703,0.0009067353867886202,0.0008072592297409709,0.00046575367237049957,8.254238568392697e-05,0.0006449032141805359,0.00032004833039428953,0.00035034341312846734,0.0004373611173259119,0.00046734644173327907,0.0009254452768412033,0.0009509025440480167,0.0005814264790482604,0.0006487919341463762,0.0005099345975301284,1.5008547706998471e-05,0.0009680034327373551,0.00036090283137626733,0.00031473207998077815,0.0003275402462406246,0.0008323477096404217,0.0004479613955646479,0.0008358717426272729,0.000296177227429089,0.00022319883179458715,0.0004323054027822231,0.0009972370905768,0.0006968245738949145,0.0010777636316965618,0.0007963294775343531,0.0005778928720778711,0.0002697166219011441,0.0003439271048963022,0.00042930675084465453,0.0008867899273287639,0.0009847637463802706,0.0004978165250320171,0.00036095358234190556,0.0003490086468035271,0.0008112389066896403,0.00033449814818267855,0.0005333646561709698,0.000904338878591672,0.0004104850249325314,0.0005099980297701282,0.000803470080083342,0.00046763516399511305,0.0005161743879213502,0.0007422435948899499,0.0018953916472451092,0.0005491834512950301,0.0007363934933632209,0.0007361461521734861,0.0005591006316195844,0.0004851821928992168,0.001075518870586117,0.0005530485511935351,0.0005255870342648664,0.0002518394021064224,0.0009914120430270974,0.00038874087121070085,0.00016633160829499882,0.0012644572023652486
0.54,0.0005003233143167071,0.0007264885241279866,0.0005478103112548056,0.0005676394251915244,0.0005814710743994781,0.0007312146212472795,0.0011752658638349636,0.0006171899187550231,0.0002536791844111126,0.0010158706159363803,0.0010989920023635807,0.001072026837464369,0.0005235711055269623,0.0004429320643077452,0.0008213125372349226,0.0011745757373763548,6.572474177932587e-05,0.0011522100391466823,0.0005061380805609808,0.0005550100205735129,0.0004121551153651768,0.0011216692045921582,0.0006550217230083829,0.001829322362759567,0.0004941671671483221,0.0007303356649969215,0.0004588537212464696,0.0005693919752696857,0.0008868201596289413,0.0004266089625772763,0.00039166877235569434,0.0008897923757382828,0.0004546980019334467,0.0013475947846234378,0.0013082141119125622,0.0013617771809538526,0.0005310328197774342,0.000325067653436217,0.0008949179312468081,0.0006932571671653921,0.0006442779728587912,0.0007946331103394176,0.0006286043836395094,0.0007120513526718723,0.0005199457626434366,0.0009146664885851125,0.0006122989970619156,0.00017043476504275822,0.0006995160635418164,0.0004885776645819245,0.0013545128411022215,0.00026808461774304685,0.0004066486777949088,0.0008669969342792078,0.0007136454095422289,0.0003394014746099324,0.0006617851475159409,0.0010476779142473585,0.0008318105171493917,0.0008347490726907886,0.0003423092842558325,0.0009159872995313093,0.0004396487690206845,0.000609127484347534,0.0005558546806944872,0.0004815962678630687,0.0005339193328814656,4.544690127163537e-06,0.0005776145057690735,0.00034137431602006876,0.0010530798078093476,0.0010437036393700434,0.00026768589331777797,0.00044793942446047486,0.0008138002576541172,0.000907898286524605,0.0005906820392907416,7.482117766742303e-05,0.0010057366420480184,-0.0001620185115806861,0.0012249280720827132,0.000593248886208203,0.0003037877682487386,0.0009822698669381274,0.00045038996824787504,0.0003323092900226954,0.0010292137463421267,0.0014168907483445169,0.001132280549358894,0.00026226298713872106,0.0008045302832647059,0.0004463405694046696,0.0007563593998705956,0.00037845055475008486,0.0003090138136119788,0.00103669511315069,0.0006561583064149621,0.0009291078403039761,0.0004648762754845261,0.0007250260563708176
0.55,0.0005094028512804407,0.0004844710460621741,0.0006011377767187641,0.000228395709714973,0.00035916025185385713,0.0009125224583747222,0.0012347493926423668,0.0005715936366526746,0.0008281419113826992,0.0006214258853273363,0.0004619542386769251,0.0012789876508644397,0.00106315787984494,0.0012383743733839975,0.0011550407013423479,0.0010078418765631818,0.001049997422115446,0.0008428039324035211,0.0012545031798618675,0.0003418441107635849,0.00047043896069334036,0.0007265068992545593,0.00019479269300305094,0.0008241837373194361,0.0008213375165815126,0.0008687792782753726,0.00034924185530883794,0.0008183643758529604,0.00022579392580837873,0.0006503766655895648,0.0009595840368311887,0.0009316385267393473,0.0013405261365084416,0.0013722766727717072,0.0010122815977710092,0.00040396197428029884,0.0010594109624389146,0.000749367511746564,0.00047873670321779596,0.0009892741065707195,0.0008856114987289559,0.0008904100422383971,0.0013249443347902923,0.00027006570213444406,0.0007480258837794751,0.0008950343039895677,0.0005080701191266927,0.0007407882487856788,0.0005147221742339301,0.0008413013096069022,0.000981657086638805,0.00048241196093714873,0.0006371352564956964,0.000577569546958794,0.0008515081219281797,0.0012056731958392992,0.0006866407764053214,0.0018871177667429294,0.0009234763576861974,0.0004677443248707776,0.0003179694657344202,0.000990357703466907,0.0002588573851396569,0.0006147959818254858,0.0006700909985270237,0.0006866839200254496,0.0006102185521705477,0.00043836279110947375,0.0005381539207852612,0.0012758048793962856,0.0011673105758306772,0.0009617985512991713,0.0004584653622051903,0.00038930491340794855,0.0006168437100454289,0.0009836259771010692,0.0009353137589392744,0.0006158210596017749,0.0009806993209624897,0.0006878974009371942,0.0007437463987062236,0.001102425299749688,0.0007534507616652803,0.00033280788389380376,0.0009661485452619791,0.000535531833139064,0.0008326270123801966,0.00015104415081652377,0.0006152120041905194,0.0007773598760155507,0.000627251903635278,0.0008518751914512882,0.0007298964007931856,0.0015337141924410477,0.0011316947764226123,0.0007974099179563893,0.000476293368444346,0.0010800554991344871,0.0003067743184916111,0.0009870142301845889
0.56,0.0005822883705174736,0.001217520840249187,0.0006018674042096577,0.000505965341070344,0.0008177209253626116,0.0007069359284003424,0.0005370425021035564,0.0007902413991222331,0.0009432688928093518,0.0007378098212419451,0.0007836481209284815,0.00034319410834026645,0.0008063633051184755,0.0008043489299756219,0.0008538638893066808,0.0003948852170618216,0.0005527443375216136,0.0004760350795482133,0.0005395321527123713,0.0007819928091907319,0.0012038846399591305,0.0010336530198603046,0.0004939097638074939,0.0005628009570360868,0.0006582422811679775,0.0008123117505801977,0.0007471438515653514,0.0008932649298788425,0.00043129306353046335,0.0006248586621253897,0.0007478131015244735,0.0008530524504367961,0.00034123075248840946,0.0008010879080017057,0.0008378736782718271,0.001122082889547293,0.0003189505478208186,0.001505836960265939,0.0018672903856804517,0.0008363334562628142,0.0008987611192109714,0.00046322335243912624,0.000912327698011789,0.0009494615102411272,0.0011664474455810548,0.0008291855007144,0.0006183136131304156,0.0013299860121769496,0.0008172237250710122,0.0006140101038861198,0.0004502648756606215,0.0008675043113281347,0.00019320318086211326,0.0012797892351492555,0.0009059788955144089,0.0008808289463037947,0.0006401405275860266,0.000571881665650483,0.0006567115988604185,0.0007153076791703642,0.000516353440809724,0.0002426430093888174,0.0005358772356463702,0.0010265820027896423,0.0010232237949189225,0.0006818569960111967,0.0004207078373459422,0.00042486836642093115,0.0007033147261967049,0.0008131955569859072,0.0005782705663854571,0.0006667870271545261,0.0009715601475916517,0.0012679707251550063,0.00039044791394562885,0.00047371987837974795,0.0008156587317675283,0.00039929114384387477,0.000789908705226931,0.0006700918468707477,0.0008720477934980157,0.0006057392390521153,0.0003686144648157673,0.0012571706127276394,0.0008794728575966462,0.0004758224463938217,0.0010026886990848547,0.0014648270005536818,0.0006790694936293968,0.0010331504590861895,0.000925708658101113,0.0015189975689209223,0.00035069712805216915,0.0010531497779428254,0.0005498078226860218,0.000696462817401073,0.0004974499085776616,0.0005580866296061698,0.00039657740775801914,0.0010533507632177524
0.57,0.0008043225552217787,0.0006828044032324818,0.00046329191426830007,0.00035132879502099157,0.0004336383734478387,0.0008256498125806064,0.0009237507714109615,0.0007934413363820306,0.0009634512890285901,0.0007037360948912826,0.0004618619101583209,0.00011881773856003574,0.00038643438331273155,0.0010867212253787963,0.0009910333739385595,0.0004922895837815596,0.0002478394909726075,0.0005282154910039602,0.001027464976537133,0.0015182902871244644,0.0010181347710244042,0.0014987901091141325,0.00020534267445813256,0.0010311263410808938,0.0006775960756532012,0.00039632278572413783,0.0011878355951749778,0.000401536394198157,0.0007876211784613198,0.0008824612461512913,0.0002149764590508051,0.00034886567783102944,0.0006617138201786736,0.0010281809284630903,0.0005045006966485897,0.0014909716702618794,0.0012718196632652778,0.0015403509486608625,0.0006968829477974773,0.0016843129278163547,0.0010453990147505604,0.0006554350558665775,0.0010221727274211773,0.001080010074281865,0.000783886289750585,0.0003617114471519521,0.0006571611304163002,0.0011637413441192483,0.0005536097350255615,0.0008357185181912742,0.00026107245789596035,0.0008525704038379379,0.0004381303006125209,0.0010325473440806747,0.0006163985370356219,0.000549286506371219,0.0007118587691133603,0.0002830190092233175,0.0006282876348949008,0.0010710527062479719,0.0002870020790275476,0.00045739336594943574,0.0006980051352550507,0.002080371115802976,0.0006808068014042595,0.000788293813523555,0.0004024390175331828,0.0012053601331651858,0.0005281318348837917,0.0010439773071431175,0.0005330044828852283,0.0002607319619497564,0.0012118149036325688,0.00041064284745537385,0.0009182818838783557,0.0001710524447960005,0.0004449408677457671,0.0005390651888002435,0.0011797039680376278,0.00065982565074165,0.0014761023085880303,0.00039529469945823404,0.0008887814785485724,0.0013084340144113268,0.0003692586823534001,0.0005391890208005095,0.00027698518048177253,0.0006280497136045679,0.0018382225024463305,0.0007262544063194971,0.0006731001381784057,0.0006253207292654148,0.0009855630027915006,0.0006930130014885953,0.0013505751666399361,0.0006828928870405697,0.0005353023234307732,0.0004249619682770142,0.0009715055036806021,0.00115582510619422
0.58,0.00040344083272341174,0.00033774135285694035,0.0009100010757955785,0.0005365072339568875,0.0008056153081756578,0.0010625500989665134,0.0012083421702298194,0.0010320254246421578,0.000705258348182807,0.0006554580452301339,0.001018942228488653,0.0005005085456462565,0.0006787842116159831,0.000537545133556959,0.0007085668262301492,0.0002997639166085662,0.0012662617689196969,0.00040030993421785624,0.0010023511647482013,0.0010111597258465848,0.0013877044948580834,0.0008722921192520132,0.001052942885375127,0.0009661034536245108,0.0012167944942144497,0.0015198851059524058,0.0005791730455516383,0.0005613184320369106,0.0012291620997294318,0.0003894783684941602,0.00026744369836042187,0.0010296542046019325,0.0009872414624555114,0.000434709790389609,0.0013236799092801396,0.0007663269419340722,0.0012263268720473124,0.0008577099291736878,0.00038298538755591745,0.0009038758054790302,0.001142043945884719,0.00040912443895318047,0.0011857284283294507,0.0013445140039328256,0.001291471735785457,0.0007162188853515059,0.0009035393081647802,2.5761278327705767e-06,0.0009157502649143383,0.0003807481482634744,0.0012058716497899582,0.000437219500510196,0.001277285967682207,0.0006318407534702196,0.0007594053271683162,0.0006754314909196297,0.0018241905203302462,0.0011243023574744276,0.0003825496651780576,0.0011179392450828653,0.0004926456912608106,0.0010131064061257476,0.0006040577039178466,0.0009403235092058283,0.0003446052055132773,0.0009254059562522984,0.0003694319445076284,0.0014704852030674876,0.001494070748234638,0.001172703839306572,0.00034285738070909615,0.0012440513668550513,0.00044533947989563804,0.0012058346965536954,0.0005416025749375111,0.0012232958578402683,0.0002583236315051877,0.0012435350085496974,0.001005948535093628,0.0010844637437856972,0.0007705477730398261,0.0009124353803127156,0.001346214197820079,0.0007236784036955658,0.0012420376550167647,0.0002842341278189721,0.0011893553229280233,0.0002487296088282514,0.001207246398145765,0.0006481935699992421,0.002094755654838353,0.001784667371938794,0.0010182337644791136,0.0017417037013164368,0.0004459353987685335,0.0011034362905511235,0.0011417431611937185,0.0006267229979187151,0.000879941562483963,0.0004503256367012863
0.59,0.0004910743537378386,0.0006745439982738797,0.0007921171252586725,0.00047583751787305846,0.0009892796675719476,0.0011844993955291243,0.0006537289156381316,0.0015684185616333076,0.0013117270086694403,0.0006864621440009413,0.00027310616374244876,0.001278158975728512,0.0016051187109434534,0.0006473784182813254,0.0002457972822949071,0.0008298634579422535,0.0017634068397675206,0.000860760040406332,0.000565249361473401,0.0003513643342676838,0.0003153923686759447,0.0007865953077171696,0.00026711891996957,0.0018954437531948272,0.0009357486478897647,0.001521359284330521,0.0009281113854959812,0.0025290160550586406,0.0009400481721527935,0.0008573764052036414,0.0008044981442288425,0.0004329904857798979,0.0022377562264010932,0.0011562899305411919,0.000756887419690715,0.001067998126390235,0.0006302204898917609,0.0009826076909439025,0.0005784443234848609,0.0009201887387173829,0.001456847228936592,0.002327347391219727,0.0008280210406651595,0.0011981488588846318,0.0006044617844388223,0.000517054109981449,0.0008854270831913058,0.001133860341830889,0.001847718542815815,0.0021006382138332655,0.0018854008725799674,0.0012852646808702462,0.001067720571440283,0.0009622326560623337,0.00040787899328308493,0.0015583382621777806,0.000336299196839711,0.0010895168010423594,0.001255224339967166,0.000980510070034111,0.0013610399057902736,0.0006419078242026715,0.0008262075208466984,0.0004552307462302662,0.0007687626723214285,0.0007159720495960334,0.0015211236180448123,0.0008668932034365294,0.0007885764027465218,0.0009740971838262109,0.00032534610558753547,0.0008102455774701633,0.0007448921192169486,0.0015812497140261937,0.0014392381493455926,0.000978943969715866,0.001972781758767624,0.001400856290895842,0.0017419691301010037,0.0004262809380280745,0.0013995808662701215,0.001221295375658287,0.0009085084560538541,0.0014787737399640792,0.0009817577470863689,0.0014742272696069278,0.001848553056737482,0.00023920025473395391,0.001013256632711615,0.0012631075378541268,0.0007830951223634655,0.0012045437914195972,0.0006112113090573295,0.0012480882883895894,0.0016937343891677754,0.0004837692326499429,0.0013884128845024226,0.0005473123910815366,0.001087153935824926,0.0008386626362645811
0.6,0.0005077813062177542,0.000695499212710216,8.454467705055976e-05,0.0003685301641744376,0.0008800059114898604,0.0009272448911902576,0.0007754336368067712,0.0016898977783913922,0.0005326001100050341,0.0008236263661369381,0.0007001797612020115,0.0008334000566740375,0.0011383757320787306,0.0010432899434336981,0.0014327711546416402,0.0009632093459744267,0.002003050363305692,0.001155212204997919,0.0003783776892846218,0.0008035149206358622,0.0005688799495265246,0.0005409141652339983,0.001820332435866228,0.0005343425244680577,0.0008407245986530059,0.0013712520594619118,0.0017010407458507575,0.0008691571543016229,0.0009579149532856226,0.0009893068732343968,0.001867886899226848,0.0006877738513585011,0.0014898231103135737,0.0007440259446023765,0.0007814960239959229,0.0008759082797925924,0.0018722510245453615,0.0010600504947287815,0.0015110045921641081,0.0008731583743030735,0.0009225509935990023,0.0010367803391324057,0.0008870110417370517,0.0008874260486096586,0.0004828829417126791,0.0006634656427639395,0.0017298024210200913,0.0011944427200260071,0.0005426448225410713,0.002010947326183685,0.0006588507905283843,0.0011021972226273585,0.000852704340981446,0.0007090465944533258,0.0011074835580114797,0.0009802948678504903,0.0012991223416550705,0.0013065665565432057,0.0011530725635857649,0.0018365279151525801,0.000760406942173087,0.0013942739823259525,0.0008920784493566557,0.0008726360157031841,0.0005379556721870727,0.0014504886994788553,0.0013401143185221402,0.0008802547243764894,0.001385573086011496,0.0005192329926106357,0.0008482270415781127,0.0017445493965777374,0.0017058852178057676,0.0005992972515492155,0.0011716796221104898,0.0018026061871584042,0.0013075138901356637,0.0005388528254681391,0.0007407352645656563,0.0013401491661849203,0.0005241758242090065,0.0010617821223919655,0.000940882846823373,0.0012582420252287068,0.000392415516746192,0.0010734868927419537,0.0006357410964803895,0.0010609781258647693,0.0006149730662549323,0.0011035291649204686,0.0009182716618558524,0.0015548769094452723,0.0006191912435974511,0.0006125448255002431,0.0012222792837645426,0.0012239357834669014,0.0007953891140445021,0.0006859180423332145,0.0004398856583301056,0.0005444334315473456
0.61,0.0005391576148608972,0.0005226843967991129,0.001757266806298102,0.00021290827234868775,0.0013607159738704792,0.001578900740190159,0.0008967698828736881,0.000720708659988964,0.0005374847534178557,0.0020652277207837914,0.0006739258077423808,0.0008999097338665286,0.0020186627512295803,0.0006348128174415028,0.0009034679616804442,0.0012019557689211,0.0011342664737078925,0.0004231295799394102,0.0007105308800923852,0.0009956071639687432,0.0005316876079885766,0.0007510331697940821,0.0007611055510471907,0.0017561293509886302,0.000529728038470226,0.0010190217923919426,0.0005761888251612847,0.00038755045392393274,0.0017431406806721382,0.0014385081735479321,0.0010086116165570803,-5.476481299143876e-05,0.0010151014965497068,0.0010315087345445944,0.0009363680892342556,0.0015377432610596555,0.001024996050676602,0.0006313792160821572,0.0018659949588182387,0.0002349298306841331,0.0007269759359694284,0.00198966883490216,0.0013231531522210423,0.0016580402465299264,0.0014640679685889357,0.0021134745768710416,0.0007855262666473942,0.0010234855845575454,0.0012993136803606015,0.001821675469798985,0.000475628251991802,0.0013499651603125953,0.0026472459584685505,0.0010383590116957485,0.001258503510228108,0.0008747071197856125,0.0025401652075312123,0.0004544520090812604,0.00034970182910739597,0.0009113571611545935,0.001278920197857897,0.0010137547714346097,0.0005095349638598862,0.0011426182728628423,0.0008134157023799384,0.0011222699823276447,0.0010134768035432796,0.0009942655742424791,0.0012096602154351634,0.0006533625348405016,0.000817110697055535,0.0011660255366626395,0.001562195016883136,0.0007203223314807695,0.0015202912953735763,0.0011183432902586265,0.0011068092499320755,0.001955634437396465,0.0011681860455346371,0.0008634083293796846,0.0007012390597364949,0.0016758948966525062,0.0009930069540320327,0.0008878108644107355,0.0010098127728843684,0.0001659989796830093,0.0008644133749922204,0.0007620248378145821,0.0007221147230043574,0.0010022803698618637,0.0007947503808361753,0.0010954848647601713,0.001802655407319898,0.0013838258088226985,0.0005753810878587948,0.0008236942216449072,0.0012830127289652667,0.0014722124650815925,0.0019391071523105553,0.0011186454660645744
