,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.25,0.00038307480985669674,0.00021579802859798692,6.610151503721747e-05,0.00011701677866058406,6.488229883779086e-05,3.4882512738537754e-05,3.927617419846181e-05,0.00011973596962051984,8.974229520655889e-05,4.605728060682002e-05,4.906734094352701e-05,2.1718956089312912e-05,7.875860732961739e-05,5.875979978644072e-06,3.817482843825357e-05,8.055477683341224e-05,5.5535176456801756e-05,6.97809444156631e-05,5.968475953322544e-05,0.00010743761101208966,0.000101502609323471,1.0039074083506492e-05,0.0001104495114647539,3.4087494955378875e-05,4.1901798620272294e-05,4.483194752930646e-05,8.150362850590881e-05,5.92818405395162e-05,4.125205307834157e-05,7.130259476348322e-05,5.850161870911534e-05,9.477705361651192e-05,7.695840183535295e-05,0.00010417082848261784,4.587484340972711e-05,9.372640073830619e-05,3.915783614509176e-05,8.684625684601175e-05,0.00012222962862737548,0.0001349327382191891,3.426549741203928e-05,4.269899654147197e-05,0.00010734294104953362,1.904604865818909e-05,0.00015174657932747347,2.9710387914694458e-05,3.520979134808525e-05,0.00010864208799330362,4.1140321992399373e-05,6.105142448689526e-05,3.983143031807659e-05,0.00013248734164654667,7.46108261747361e-05,2.8568291275959022e-05,1.0085979239361354e-05,0.00011587589461806752,0.00011920152715187364,-1.8600505394399536e-05,6.36738514108721e-05,4.9408840705302566e-05,0.00011142866692255165,0.00011452549301213667,5.355167371744628e-05,9.556487139241442e-05,3.80181110635023e-05,3.0181140785962794e-05,0.00010265955040549724,4.0073974078569196e-05,8.208248916674802e-05,5.208505953803527e-05,0.00014344212295240967,6.388195176234987e-05,0.0001560979626934236,0.00011154254140320868,7.219623150169693e-05,6.063493334103393e-05,6.669914821825076e-05,7.805573179173474e-05,6.324678946368118e-05,7.426860360211407e-05,9.636752926428925e-05,0.00014193816449477897,7.446209332241472e-05,4.564307755249481e-05,4.8589972781083576e-05,8.156076451653919e-05,8.571789594408233e-05,3.142044702899999e-05,9.761416139540005e-05,0.00012952389348985677,4.457663631963639e-05,5.8930422989940397e-05,-2.213619729352739e-08,4.5027422170777647e-05,8.550020333175759e-05,0.00010365010442665362,5.104120464655491e-05,6.881730964314594e-05,4.287026747437184e-05,9.582020323728327e-05
0.26,0.00030645850601059195,0.00017765452445329542,8.534363042874396e-05,9.141660931373368e-05,2.5096353194272845e-05,8.145898011756525e-05,0.000171682033513194,6.40025978724868e-05,5.017121931609434e-05,0.00010139786597313554,5.7299168687477596e-05,0.00011689941669645633,0.0002030727162269333,0.00010165071894878136,7.459851047223853e-05,4.9337048252627275e-05,0.00013223498694103043,0.0001035285187904272,5.052286845171449e-05,1.9040512357116447e-05,5.009353198597174e-05,0.00010984604216543503,0.00013956148583803182,0.0001583962457546914,6.603533418517278e-05,4.1983725047314316e-05,1.9387176320018525e-05,7.81734065853907e-05,4.809486848570587e-05,8.940858699933492e-05,0.00014254924393855434,6.74747597944076e-05,0.000124159182770775,2.2888585768763734e-05,0.00013136466770961646,5.876969854707827e-05,6.79273462391645e-05,0.00013364256989461382,5.2642944051795154e-05,8.460308390599542e-05,0.0001520948408221506,7.9578364024714e-05,6.490044499012101e-05,8.64794775521116e-05,6.985840992461583e-05,5.9618850855259164e-05,7.35450818746322e-05,3.332001085372334e-05,0.00012167380158147063,8.682579942752831e-05,0.00011068894991317864,5.021631224036053e-05,3.265344276843681e-05,5.836665036520076e-05,7.693256763044261e-05,5.595839388182866e-05,8.58106043354919e-05,0.00010321607673419862,0.00010326915307053459,6.807191277704853e-05,0.00016800811714185569,0.00010047051184356122,0.00020934443674751566,5.467360829181127e-05,0.00013637656284465373,0.00012263479379390525,0.00013799127074559872,0.000146922134844277,8.902766111329827e-05,7.624762341035667e-05,0.00012975060959089977,0.00010987551003848374,9.073266411696345e-05,0.00011791265465247071,0.00010636766623050637,8.856086601713083e-05,9.928706613247142e-05,7.941497831745924e-05,7.295267374162595e-05,9.429920746358941e-05,5.134148827703586e-05,9.716764939205906e-05,9.460013119069464e-05,4.0774880830038946e-05,5.326147772262017e-06,4.8199246867097955e-05,5.9762158260812944e-05,0.00015348485783474316,0.00010399866798560504,6.924807949891156e-05,0.0001075538619985369,9.07229453843098e-05,0.00011405842749237556,-5.403501962008555e-06,6.773391227944582e-05,0.00010183648200963405,7.222879035563145e-05,7.56243002506694e-05,0.00010944822453164679,7.814566247212039e-05
0.27,0.00046566237233008645,0.00014660328345547354,0.0001247803265615709,0.00011149229760404093,0.00010504365415110884,2.7575128163171732e-05,2.0895828099388793e-05,8.668038749143169e-05,0.00012287159304351472,0.00010425032753579436,4.9119001190474086e-05,6.155312610811612e-05,4.7997467590489875e-05,3.867705678522646e-05,3.8459821044529794e-05,0.0001539675443314863,0.00011096757080412467,6.997089395070305e-05,3.631906844149131e-05,0.00010569290881914944,0.00013412014876239509,6.937679804073982e-05,8.138808468742858e-05,0.00012719960352421174,0.0001864109701262141,7.280727332774554e-05,0.00011371276250336761,5.132313379704309e-05,6.386700410572954e-05,0.00014252309881342527,7.429874700256586e-05,4.9684874219455e-05,6.186422815012469e-05,7.297813073481088e-05,7.230710568773994e-05,7.451805892611554e-05,7.502777041396671e-05,0.00012703871130988255,7.084735013861525e-05,9.99187443798261e-05,4.686246075594944e-05,8.135046527395028e-05,4.288720091367198e-05,5.609004526167327e-05,2.9459509785099364e-06,1.77248402076279e-05,7.250289837165996e-05,7.743953817016573e-05,5.00124354296937e-05,8.21818149219712e-05,9.65377675590617e-05,3.682227327752261e-05,7.796266866752772e-05,4.2816254744776344e-05,0.00010166970545137476,0.00010590826337719544,4.0807221332094624e-05,0.00019373782494066673,3.409341655647969e-05,7.724961990978186e-05,9.145654087176655e-05,5.2661640353587345e-05,2.858308707536389e-05,0.0001633728005725346,4.8881358708567354e-05,9.100968780169019e-05,0.00016293187801310482,6.793337766390056e-05,7.574996576038343e-05,8.699582897741666e-05,9.049648973360542e-05,6.982340161603674e-05,0.00011756273767378742,0.00017528064783188857,8.409047447198455e-05,8.547359471400249e-05,5.1602569054663584e-05,9.228925367242983e-05,9.109296479614367e-05,3.929025935764184e-05,0.00013389140245379568,0.00010551204942016992,6.24410243829094e-05,4.267976249159402e-05,0.00011878866183797094,0.00020342138621877963,5.410770379252594e-05,4.084580353665914e-05,0.00011739040599953901,0.00012386781085894073,0.0001237762792317732,0.0002112269433961711,7.909988865186719e-05,0.00015456705155844944,6.153173882882305e-05,7.587136403796185e-05,5.733036633339085e-05,2.6292240945563175e-05,6.705951453944464e-05,0.00014254338216337158
0.28,0.0003653387053336784,7.640275029946629e-05,0.00010451954241157416,3.634046400190872e-05,8.101911421417992e-05,0.0001430880431029174,9.270097352664229e-05,8.02209724164965e-05,0.00019620359816415638,0.00013656071741377314,-2.280517936919012e-05,0.0001107210870179108,3.4255619323238936e-05,0.0001281210155048789,0.0001331824499043448,5.9402065978517685e-05,5.65222126214105e-05,0.00013272866748496813,0.00012003844026765301,3.868286120209709e-05,6.398113005714639e-05,0.000178155417553481,4.5866445558204675e-05,2.770521514300116e-05,3.0103385985135926e-05,0.00011921340889401198,0.00012701078502347777,0.00010799113578839587,0.0001485345274677678,4.8939443315873506e-05,7.265160982388577e-05,0.00013627176562602564,4.886982305024624e-05,0.00020459087935833446,0.00014538011771126556,8.419535072773448e-05,0.00010993403089317666,3.210378071584217e-05,6.530090879578354e-05,0.00011636126214975392,1.991367324338605e-05,0.00012249149383956396,0.00010617117521003849,0.00013715962164036514,0.0001354945946092222,0.00011034478569483984,7.457059299739994e-05,6.983100170953329e-05,0.00010394080858201848,2.9487289990405872e-05,7.100460948650648e-05,0.0001070762533086513,5.5163137299520976e-05,6.812559403467662e-05,5.754002618588315e-05,9.694033402096318e-05,6.0773399105210105e-05,3.757608469734241e-05,6.267795796309146e-05,7.945851906003922e-05,0.00015476728336082918,0.00014402659842180566,7.667208018754373e-05,0.00022694701815751767,0.00015558507472757335,0.00018887421059987118,8.703106927323378e-05,7.362517888764764e-05,0.00014582411554795536,0.00011411499306753109,8.82684845961408e-05,0.00016105246608838503,0.00012570709089396984,0.00010927546985143537,6.60008093125526e-05,0.00013137798873726796,0.00018223531131300355,5.514728639076549e-05,0.00011807454788241319,9.17340896169521e-05,4.8760531716657765e-05,9.363063113113761e-05,2.7299040307783225e-05,0.00011681844951630464,9.798044999679937e-05,7.973663112392323e-05,6.055825750245406e-05,4.278902120801581e-05,9.306331859654766e-05,7.375110408537746e-05,7.815792821935514e-05,0.00011643918146029292,0.0002170169346048408,0.00012199009278865747,2.0574911018377042e-05,0.00013328698966672003,0.00011145802379300155,8.398006220812626e-05,7.588958629973845e-05,9.92819419717461e-05
0.29,0.0007874198355973646,0.00014857438941851724,0.0001356696336167819,0.00011988789060382426,4.838036427860898e-05,0.00011227612317094445,9.522844355120013e-05,0.0001623229777585725,6.470274683365352e-05,0.0001508782254409973,9.67957672793386e-05,0.0001762554737120365,7.755089984133032e-05,0.00011365111253257717,0.0001748039214314252,0.00022669065890940353,0.00017844697566919509,0.00016838602001574841,8.901265969488302e-05,5.9555793252598206e-05,9.727768567872324e-05,0.00010310238198741665,0.00013679774168710523,0.0001372543599546027,0.00018805965041975212,0.00011501239276672868,8.410305785015539e-05,8.258622269892351e-05,0.00014815417611200338,4.828265946013149e-05,8.381920883761749e-05,0.0002078920234770832,0.000128296719571523,6.469441188158585e-05,0.00017082097980134647,0.00017652327335441,6.397169878635466e-05,0.00017015723516289994,0.0001604221573104194,0.00011530596058169107,0.00015437795313380748,5.675488754728043e-05,0.00010534387888890428,0.00015055001069647065,-7.721737251164341e-06,5.185161217450547e-05,2.871350848134169e-05,0.00023426221923472142,0.00012867470710153242,6.280954672256571e-05,1.5889889010334166e-05,6.59009500060562e-05,0.00014833257309569383,0.00011498380642978752,5.142339197615567e-05,4.902649104159785e-05,8.930385896031185e-05,5.4808527708236356e-05,0.00016791830077135072,0.0001580976191389826,0.00016264790008107204,0.00010527555631059337,7.491000040848938e-05,7.656020241621317e-05,0.00012260487781013264,0.00011551800549811149,2.087583269673966e-05,0.0001071534079832561,5.209024892653004e-05,7.573241819927295e-05,1.0485121686713114e-05,0.00012092468247571411,3.2781933903003714e-05,0.00013663054130848328,4.11990127504955e-05,0.00013137715270446825,8.380486555178618e-05,4.23270061197511e-05,0.00015539194081382388,0.0001553607914968799,6.640836946371801e-05,6.081531202643035e-05,0.00015757124333964852,0.00012738049151872588,7.467844832918468e-05,7.29874552191752e-05,0.00023121394476978923,8.38430635799151e-05,0.0001852754449005894,0.00010492868166783097,0.00011216587801960725,0.00014892768029858754,7.855647852468975e-05,0.00017663128086165998,8.060847443016017e-05,0.00014003091342192563,8.266442443772865e-05,0.00010036137410681504,0.00010712749924365649,0.00014129406907343754
0.3,0.00015084730276624197,0.00020454740477843572,0.00010856730638647433,2.95471575168539e-05,1.2505437931811182e-05,0.00011105723721931379,0.00015378005929516124,0.00010980310093987494,0.0001738129903503638,0.00019040184759077102,0.00017319085693091502,0.00012528065441451836,0.00011212771902381403,0.0002041526798478326,8.36371465407192e-05,5.5918495946514246e-05,0.00012185811550454467,0.00012805132246006447,0.00010265857399811874,6.903320716900732e-05,0.00011229127769601076,8.09219411337496e-05,0.0001500686833635334,0.0001060341781484682,9.783232879512155e-05,0.00013939483202181653,0.00010756681654810518,8.966742164461454e-05,0.00022955082865491554,9.71780445292874e-05,0.00012728328005670852,9.916866160854011e-05,0.000128995650949433,0.00016790904649467936,7.758945250998144e-05,8.53247127906558e-05,6.387512457947908e-05,0.00025985789960327377,0.00019671919544050857,5.2053179715967346e-05,8.527106545578178e-05,0.00013674244631418898,0.00015258024918021865,0.00011673304940322135,0.00013220114220943927,0.0002073675084693395,0.00012707953088645634,6.867666092054447e-05,0.00013226576759184887,0.00019122500117347915,0.00017737506557325222,0.00013405856325169886,0.00011175633343273333,0.00012438756885573696,0.0001184500483847934,0.00010988676291676872,0.00012660873696609221,0.00016607791316710366,3.325081019429308e-05,8.093058662219956e-05,4.2837255963170916e-05,0.00013943542995420907,8.0732952321427e-05,7.88089503846623e-05,0.00012487268744184173,8.336764841006711e-05,0.00017380772229564156,0.0001547620261632545,9.754322895273863e-05,0.00015085676427439471,0.00011102552333077996,0.00010128672838400072,0.0001284417157972974,1.3324304329011801e-05,9.62789674934505e-05,9.84921304430171e-05,0.00015639920934165926,3.9090946782596286e-05,4.0304313303202317e-05,0.00015251999279425194,9.195939625513633e-05,7.92916702089708e-05,0.00010272170361147156,7.180853873263075e-05,5.296052202934914e-05,0.00011072471836448215,0.00010218586642632236,0.00017952234896447623,0.00021098060976782354,8.252986711299533e-05,3.218635667241378e-05,2.683772424545464e-05,0.00014750472119885434,0.00013079954811159698,0.00011184212245953544,0.00022701873877569703,5.379415987715153e-05,9.93511836933731e-05,4.990475139716375e-05,0.00015434829500903498
0.31,0.00018325759489753245,0.000339501072549936,0.00021979950187985092,6.238287024907837e-05,0.00017361411540901288,0.00011509022158295667,0.00017925077734960956,0.00016552133638474077,0.00021362751006514532,0.00019202031460867372,5.060728600307149e-06,8.967063245393081e-05,7.745772749101886e-05,0.00010947029027554544,0.00010220373256423315,0.00011317991522710051,0.00016755940492689704,8.718549122037805e-05,0.00020906133433055998,0.0001979074305389118,0.00011815860970467392,0.00020838074624023915,0.00018311781827684475,0.00011442833098691139,0.00015356993922493304,0.0001283548665073656,0.00022048001641132564,-1.00079795533915e-05,0.00012138534796546024,0.00011560284651782045,0.00016489127256293245,0.00012536191054050852,0.00013512235607084794,0.00015927601831633296,0.0001226091583787111,0.00013112666057112047,7.426026920104793e-05,8.239950506707666e-06,0.00019751226906764146,0.00013534552740150497,0.0001251632653980326,0.00016708070000310356,0.00016274550956252645,4.170510752671048e-05,0.00018064860071320018,5.19435361193944e-05,0.00011283214955345909,0.00015259604791957937,9.025936157519684e-05,0.0001593279825028855,0.00011418849171523043,6.71928392212915e-05,0.00012272103958814028,0.00014962822120695324,0.00015464446424092332,9.691542820087376e-05,3.3591208995883714e-05,8.343767883782225e-05,0.00024324839652616604,0.00011335720476274262,6.937449538033411e-05,7.992321330623623e-05,6.812909700571294e-05,8.52430315656409e-05,3.1313886833084944e-05,0.0001640074901753876,0.00020112362425003797,0.00017994307791082648,5.577272654976229e-05,0.00013594248973915768,0.00019317819128713686,1.8015402576540967e-05,0.0001396570695645042,9.159935682262448e-05,0.00019909789237297979,0.0001358150533024642,0.00017760148853569998,8.975027650199228e-05,6.821704308288713e-05,3.447917760974959e-05,0.00022228165759829676,9.615747804987209e-05,1.6493452356199668e-05,0.00010509800629308265,0.0001082024492805935,0.00012428329012419495,0.00021026079638734044,0.00022443424769404255,4.7841846629027516e-05,8.244914158452478e-05,0.00012643348775518768,9.039437189595085e-05,0.00012358149868986327,0.00010099658961609386,7.655754193538132e-05,5.4515939913062565e-05,9.164529078537357e-05,0.00010736732781620661,5.6284876972897084e-05,0.00010318589134147477
0.32,0.00034591272876612755,5.605513128504066e-05,0.00015756343666980757,0.00021326425486020405,3.553759306648912e-05,0.00011417382379753876,0.0001394223110155524,0.00020539458970459068,0.00014119502781848777,5.301310483179246e-05,0.00020586684168708754,6.333596808087165e-05,0.00019627705606721296,0.00012679876793994182,0.000184207805261814,0.00030523188308338863,0.0001111009163116943,5.750999946389243e-05,0.00013903972241644511,0.00013915181048696726,0.00027328085882090576,0.00012082387554246922,0.00016188830983808613,0.0001480911576776853,0.00018355995975606495,0.00023193126786592223,0.0001523797536931755,0.0001899306573553835,0.0001178459290850151,8.598737457445663e-05,0.00014777992308272406,0.00012563809848413796,9.052173765110358e-05,0.000203725561924427,0.00016941050245104105,0.00012479408197631762,0.0002943367996911829,0.0002855309161506597,0.0001992727691496149,9.28251627269514e-05,9.152079655100303e-05,0.00013247181945230278,0.000112223616642208,8.590575327327955e-05,1.4799474987592746e-05,0.00019030343791050664,8.92514157227137e-05,0.0001274570449053023,6.513180105633495e-05,0.00010152787052775549,9.749110184947805e-05,0.00010857226955889752,0.00013303851382539037,0.00011473862427584932,0.00012005328309420762,9.792196255409189e-05,0.0001580445606184782,8.780717270612084e-05,0.00010367898110951426,0.00020192657032188564,0.00015574745326525332,0.0001676581928453913,0.00022298182321322705,5.186506283779517e-06,0.00010059660477545835,0.00021154348918813766,0.0002416821273696069,0.0001859276984464589,0.00019629023749487577,0.0002590329448980341,0.00013859614926341025,9.878637489380082e-05,7.277156614077343e-05,7.383398209321853e-05,9.070660560863172e-05,0.00015084977444196189,4.6824951488378895e-05,0.00022518928534111238,7.887066679342361e-05,0.00014315601594825224,0.00024623813361275185,5.859039193459527e-05,0.0002499436907112146,0.00014618492389176742,0.00015439907452121398,8.388950310941755e-05,9.708396052199382e-05,0.00016937718813354516,0.00018485320098535882,-1.1507531496119136e-05,0.00015832395815821066,0.00013024762123390641,0.0002171108868931883,7.823075366361405e-05,7.737201130355922e-05,0.00024939413667126806,0.00010808441938387648,7.38529421362236e-05,0.00014719606386830812,7.400801625921706e-05
0.33,0.0003525608910475115,0.0001318428216316414,0.00024780655297917167,0.00015012476979483604,3.510448999951435e-05,0.0001498340032652029,5.089160093180263e-05,0.0001442851235919382,0.00012906582207837189,0.0002571550284681072,8.074264740544996e-05,0.00011631058447103604,0.00017140719062339255,9.228312713774228e-05,1.1217615888746005e-06,9.832921175403217e-05,7.948171355263677e-05,0.00023035503693996862,8.765304158290748e-05,0.00012336851383210133,0.0001663184590259219,0.00011874194851602747,0.00019007437501121008,7.171838585021635e-05,0.00019655362720270758,8.709424472764408e-05,0.00014135735166629677,0.0003620518323360042,0.0002360105582121299,0.0002386918346935373,0.00013773380115169668,0.00012484588687621315,0.00016463365140313227,0.000103653406589823,0.00022037027312304022,9.205469134514976e-05,0.00014275454610863128,0.0002933197397875808,0.0002324228511067554,9.114979531952495e-05,6.179087500464563e-05,0.00022371535260495002,6.637496124781576e-05,0.00015500225995438663,0.00017637523208872686,0.00021342226301421748,5.93725729490998e-05,5.2223263453463206e-05,0.00010026470568394208,0.00020167935498592135,0.00017477942600345055,9.547162853458379e-05,0.00018109591468522037,0.00023874473850066233,8.884813789073723e-05,0.00018540298418502618,6.824866661525474e-05,0.00013361180533053366,0.00014195088531579453,9.331569466120631e-05,0.00025645389060519703,0.0001117377315837137,0.00010697716675395245,9.436268815099895e-05,0.00011498317924990148,0.00023991553513807583,0.0001420359722551236,0.00021015088809863344,8.879185055361412e-05,0.00016860828396453772,0.00023614333108384084,0.00023088805457360733,2.4621800377913086e-05,0.0001649360963598195,3.4827887593368965e-05,0.00010060696393840515,0.0001955150905900477,0.00013325995899914812,0.00015311725637105292,0.00014706902516686355,0.0001784440302134521,0.00020959868168852122,0.00015250169162735528,0.0001770397589913158,0.00011249922409619567,0.00017190771485382395,6.828503313108844e-05,0.00012795325706332507,0.00018302445250673537,0.00017550733149760233,0.0001587802199482382,0.00010817125918593598,0.0002581712742728502,0.00019822417213384637,0.00011059799693779103,6.564502721480155e-05,0.0001721472412590977,8.049810387691681e-05,0.00016258117245841798,0.00020432909856741487
0.34,0.0001738303315168715,0.0002056065908960999,0.00022710305289156023,0.00010375950105656343,0.00019746390452595445,0.000136261300150632,0.00012466043758667356,0.0001290661199626818,0.00018327128070061603,0.00030070886695711033,0.00012426762947773164,0.0003372100481065147,4.9960282798311064e-05,0.0001244278435340585,0.00024409353394280219,0.00016494934252339014,0.0002345777699711433,0.0001685624126929687,0.00011797471151850616,0.00017043357949119757,0.00018092562871296222,5.5893423152619425e-05,0.00020141409125083785,0.0001030336439888999,-3.969951763072736e-05,0.00035711448702731497,0.00017907708058165176,0.00021364135227499678,0.0001577958711759144,0.00011737233346509332,0.00013619449265051816,0.000228329555808445,0.0001523858634433133,5.100380241351192e-05,0.00027879491212192634,9.28012484154741e-05,0.00013101893870919945,0.00039058828558423826,0.00012531182167012419,0.0005107218427074219,0.00019698643514335783,0.00023372873307803526,0.00013172039735402568,0.00025946044649769563,0.00011545144621327103,0.00017825899989924943,0.0003013997573154938,0.0002496931552321373,0.0001190196121392066,0.000167537967303576,0.00013076488696985334,0.00013517997580350197,0.0001436560839141744,9.118327366623418e-05,0.0002111682300158616,0.00028283483357448996,0.0003573579316729372,0.00027469917495998714,0.00012231252978078507,0.0001310061540023979,0.00026460048452462656,0.000252207040532483,4.4441276892123904e-05,0.00022592405585826437,0.0001503414493935991,0.00013016661079635544,0.00016982795019103474,0.00024364223734473533,0.0002572957585487445,9.74035451990735e-05,0.00026266539354554124,0.00015821108042464427,0.0001375598571677778,0.00013294503920488872,0.00030345495023289523,0.00021338902861600168,0.00015046359287261907,0.00010434222764284319,0.00021463190952882553,0.00010623073240302991,0.00022603909786087455,0.00011404956370887634,8.37692585187174e-05,0.0002385626885753915,0.00021952540176806994,0.00010321870377181043,0.00010880603252677166,0.00022209771220345746,0.00024782999563734257,0.00023881779316782135,0.00019120745114270955,5.543082349717558e-05,0.00025991085400929554,0.00011285557452304416,9.64166020148022e-05,0.0002528613754327747,0.0002544151167523668,0.0001461335925698653,-2.272755431238658e-06,0.0001638787272675019
0.35,0.00031097791946998175,0.00024229352930187013,0.00018353921957755057,2.785087458874629e-05,0.00016542115862215967,0.00012179912249414164,0.00010785417381553536,0.00019625943274749887,0.00017295927334250952,0.00011295639512942489,0.00017774522932724379,0.0002345539271342688,0.00036366126229482647,0.0003170455614102335,9.99856056856246e-05,4.44346351376857e-05,0.00015577323825980186,0.00020164582119493957,0.00035148461865927935,0.00022282708492129172,0.00014847414314897247,0.0001792223088449842,0.00011170629499187198,0.00010987068716322594,0.0002208225747070691,0.00020422615727294354,0.00017842782707843085,0.00012767445424917724,0.00020339919655921164,0.0001562887795824814,0.0002100578202922695,0.00019537691132908797,5.49467619657019e-05,0.0002736538083420044,0.00026069280727462457,1.3999972234243194e-06,0.00011882249098377123,0.00032366530160973843,5.665430968565669e-05,0.00010478548115991884,0.00019579618186767045,1.3232250396176991e-05,0.0003851141992081853,0.0003665364446097247,7.495664750442991e-05,0.00025019029895819513,0.00010318197789968511,3.1120759991503163e-06,0.00014293977359211414,0.00019073363940714678,0.00022376411408582216,0.00023401168057334877,0.00014610262292317,0.00027218236601669784,0.0001810203107415325,0.00021658073054560385,0.00013800250370927391,5.067189730418282e-05,0.00015000092709429767,0.00028733552445113595,0.00025422346302356945,0.00013112404248349547,0.0001608638170167237,0.0002841447449211464,0.00020592164653362297,0.0002471337654485526,0.0001378427274656403,6.384214513374987e-05,0.00028151784615818433,0.000136361958566186,0.00016744194038296415,0.00012743367036375868,0.0002186607853842768,0.00035243080937338584,0.00019525543454599977,0.00021008248327219583,0.000168083054679915,0.00018448586259491194,1.6887213643658655e-05,4.573722788778126e-05,0.00011651766513870735,0.00017164526999364403,0.00018259142065140294,0.0002163154219957938,6.77592223501688e-05,0.00018320543596388465,0.00016679007509054047,3.817929543112216e-05,0.00013249405656285733,0.0001737275561821861,0.00010750346147000569,5.9977191175941646e-05,0.0002870217996721907,0.0002397376702471012,0.0001228070508495761,7.432400648463226e-05,0.00018666383480919047,0.0002043075600855724,0.00033634885748685137,0.00021927433591039693
0.36,0.0008946005575447965,0.0004855011375609488,0.00029700374648233385,0.0001259978960306905,0.00010900749370379055,0.00020999402576112524,0.0002594974823881343,0.0002651888008581731,0.0001469119837744432,0.00029199494367389544,0.00020609844665719126,0.00022232109533300203,0.00021807454501443003,0.00024685075918796446,0.000376359478626826,0.00015829407436280485,0.00022503606335633262,0.00015126842092497115,0.00024549165830986346,0.00023125278431445116,8.27698485401025e-05,0.0002497568056310781,0.00018449379233123755,0.00022710988637847932,0.00022461251024684278,0.00021598541390873948,0.0002511040322203931,0.00015667545110818954,0.0002857986219146014,8.248939767073166e-05,9.805500917561538e-06,0.0001799134945529327,0.00019178819517314322,0.0002003395094533936,0.00022791752927957528,0.0002908770509191663,0.00020055711080241948,0.00027762857000838466,0.00021853937631252887,0.00021654916477916182,0.0001746707344882046,0.00029943066891019795,0.00042437472352522876,0.0002402819987388769,0.00013649643547766733,4.119648846624304e-05,0.0001819666337478147,6.29939864135663e-05,5.636561552241732e-05,0.00010110662076719599,0.00021993365138913305,4.7828918291899454e-05,0.0002672714444494943,0.000223741495282193,0.00016070275226126406,0.00014971355003470254,0.0001571074792792368,0.00010654735692181241,7.236388778499249e-05,0.0002682151525174525,0.00013231276174869387,0.00020257546408804908,0.00011183183523312945,0.0001839730006549717,0.00020757635665430516,0.00021083525641268282,0.0001247233918548051,0.0001880342713469064,9.449537765610963e-05,0.00018331592278457976,0.00017480860267357574,0.00017258441282236737,0.0002670316021960548,5.1288670427356874e-05,0.0002786822451269407,0.00035999408711502877,-1.8854600420977022e-05,0.00016609845211704597,5.9334650763731536e-05,0.0002670807397957044,-5.448406719672443e-06,1.3542359152297009e-05,9.193913824864286e-05,0.00015101921259006216,0.00013862180658028516,0.00012349468076229127,0.0002858889022146331,0.0002513364294321167,0.00019297229750117617,0.00010801867055251334,9.432054521732164e-05,0.0002099186220330532,0.00012507198995380498,0.00011947908070006344,0.00026775447964782605,9.203336648717866e-05,0.00015038025286952326,-6.080708885122095e-05,0.00016184871463206012,0.00028462370383950026
0.37,0.00033984280689644406,0.00024565990218106023,0.00033109153841787733,0.00038849091010976567,0.00021729277906615998,0.0001990485853887793,6.798737661878601e-05,0.00016364675506820104,0.00021631684289783086,0.0001671891784265961,0.00031847813753075075,5.372506576235943e-05,0.0002487063467206786,0.0002445042020815985,0.0002718581240643355,0.00014206740418699736,0.00021892872577361134,0.0001723987016374841,0.00014080365761572414,0.00031592865635611116,0.00012432413194615863,0.00011532626625261711,0.00019486767490463388,0.00015695957608996005,0.00022097181694020777,0.00017603880955011198,0.00036389839130637525,0.0003859957098401787,9.731696870176187e-05,0.00021232600128036564,2.1697978611271485e-05,0.0002015866092709063,0.00021022721087304174,0.0003084259471059246,0.00010297941331342429,0.0001615543238110598,0.00014295664498869818,0.0002578899991687828,0.00011230564951300613,0.00024672679003973574,0.00021118147204259816,0.00011554567891530908,0.00031065941096208014,0.00023936252385963906,8.554855439006858e-05,0.0003109440417337025,0.00023702751926396495,0.00018614426413663318,9.086315374317744e-05,0.00011530353233293182,0.00010463246313469318,0.0001779712159240293,-1.4807450738024782e-05,0.0002002649555267814,0.0003236888817445755,4.535486065778268e-06,7.479860942465164e-05,0.0001992154985779348,0.0002632980633617291,0.00020734327895045,0.00036342847911839595,0.00021516393876971522,0.00021683249837185672,0.0003474621304520816,0.00047508257005066844,0.00014404554166251387,4.021831142438209e-05,0.0001170767274920545,0.00023040536323936877,0.00019243657218239753,0.00017521190331581176,0.00026975027235146465,0.00014037113114478375,0.00027231279872510096,0.00021012543113575353,0.000275345751335304,0.0001861802187022448,0.00011489827677744819,0.0001435312132212553,0.00018104147150441218,0.00033242208233144285,0.0005033846556753293,0.0001647320875254534,0.0001707556593180659,0.00011259551699597025,0.0001670186329564018,0.00022409696758434,0.000405837767535796,0.00012030664350052424,0.0002599926220446435,-6.994912056130896e-05,0.00016160103462633044,0.00017119567314452744,8.323839836902874e-05,0.00026863512880538637,7.290769518233853e-05,0.0003156940156950261,0.00017046184623460242,0.00020719500857383798,0.0003309089336804379
